,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,biosample,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam
450,SRR11551369,WGS,NATIONAL ENGINEERING RESEARCH CENTER FOR BREEDING SWINE INDUSTRY,public,SRX8121142,MCecL.3,Illumina HiSeq 2500,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS6485658,SAMN12899554,pig gut metagenome,SRP256522,2020-04-17 00:00:00+00:00,PRJNA575543,3953,,300,9303,,MCecumL.3,10/25/15,China,Asia,['China: Yunfu']
451,SRR10209665,WGS,NMBU,public,SRX6929527,073_colon45,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS5459389,SAMN12867429,pig gut metagenome,SRP223822,2020-09-30 00:00:00+00:00,PRJNA574295,2841,,302,7299,,09_0M_45,6/28/17,Norway,Europe,['Norway: As']
452,ERR1135343,WGS,BEIJING GENOME INSTITUTE,public,ERX1214522,SAMEA3663170,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970319,SAMEA3663170,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,5213,,184,6649,,120521,,Denmark,Europe,[]
453,ERR3211894,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239421,SAMEA5414539,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219841,SAMEA5414539,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2193,,302,4541,,unspecified,9/12/16,Denmark,Europe,[]
454,ERR3211951,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239478,SAMEA5414596,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219898,SAMEA5414596,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1743,,302,3629,,unspecified,4/11/16,Denmark,Europe,[]
455,ERR3211790,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239317,SAMEA5414435,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219737,SAMEA5414435,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1885,,302,4268,,unspecified,9/12/16,Denmark,Europe,[]
456,SRR11125427,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761880,Fe10/29705,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498080,SAMN11098005,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,443,,302,1562,,plate_7_C3,2/10/17,Australia,Oceania,['Australia: NSW']
457,SRR8960511,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740200,Ma10/29781,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497788,SAMN11098490,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1751,,302,5671,,plate_10_A7,3/10/17,Australia,Oceania,['Australia: NSW']
458,SRR14369259,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721716,H1P603W21FD035,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812114,SAMN17899737,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2338,,502,7476,,H1P603W21FD035,,Canada,North America,['Canada:Lacombe']
459,ERR3211780,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239307,SAMEA5414425,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219727,SAMEA5414425,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1567,,302,3556,,unspecified,9/12/16,Denmark,Europe,[]
460,SRR11125420,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761887,Fe10/29752,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497932,SAMN11098011,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,425,,302,1485,,plate_8_D6,2/10/17,Australia,Oceania,['Australia: NSW']
461,SRR11184016,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804562,Fe3/14209,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497711,SAMN11097846,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,634,,302,1916,,plate_5_H10,2/3/17,Australia,Oceania,['Australia: NSW']
462,ERR1135436,WGS,BEIJING GENOME INSTITUTE,public,ERX1214615,SAMEA3663263,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970412,SAMEA3663263,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,1557,,192,2023,,130413,,China,Asia,[]
463,SRR8960782,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740504,Ja31/29742,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497866,SAMN11097713,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1420,,302,4614,,plate_8_H1,1/31/17,Australia,Oceania,['Australia: NSW']
464,ERR1135286,WGS,BEIJING GENOME INSTITUTE,public,ERX1214465,SAMEA3663113,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970262,SAMEA3663113,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,6699,,186,8979,,120518,,Denmark,Europe,[]
465,SRR14369210,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721765,H1P001W21FD028,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812163,SAMN17899603,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2135,,502,6750,,H1P001W21FD028,,Canada,North America,['Canada:Lacombe']
466,ERR3211946,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239473,SAMEA5414591,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219893,SAMEA5414591,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1510,,302,3254,,unspecified,4/11/16,Denmark,Europe,[]
467,SRR8960913,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740373,Fe14/29797,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498195,SAMN11098141,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1859,,302,5611,,plate_1_F7,2/14/17,Australia,Oceania,['Australia: NSW']
468,SRR11125975,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762616,Fe10/29961,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497927,SAMN11098018,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,305,,302,1038,,plate_4_H11,2/10/17,Australia,Oceania,['Australia: NSW']
469,SRR12277004,WGS,ANHUI AGRICULTURE UNIVERSITY,public,SRX8781885,B6,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS7051416,SAMN15568230,pig gut metagenome,SRP272732,2021-08-01 00:00:00+00:00,PRJNA646934,2503,,301,7893,,B6,10/1/17,China,Asia,['China: Anhui Province']
470,ERR3212042,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239569,SAMEA5414688,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219989,SAMEA5414688,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1277,,294,2981,,unspecified,9/12/16,Denmark,Europe,[]
471,SRR11126244,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7763019,Fe7/29864,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497524,SAMN11097919,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,447,,302,1468,,plate_3_E5,2/7/17,Australia,Oceania,['Australia: NSW']
472,ERR3211800,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239327,SAMEA5414445,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219747,SAMEA5414445,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1733,,302,3975,,unspecified,9/12/16,Denmark,Europe,[]
473,SRR8960531,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740180,Fe24/29702,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498001,SAMN11098288,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1372,,302,4458,,plate_6_B11,2/24/17,Australia,Oceania,['Australia: NSW']
474,SRR8960269,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739770,Ja31/29796,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497510,SAMN11097751,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1634,,302,5310,,plate_5_D6,1/31/17,Australia,Oceania,['Australia: NSW']
475,SRR11125661,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762355,Fe14/29781,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498196,SAMN11098142,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,350,,302,1201,,plate_2_B10,2/14/17,Australia,Oceania,['Australia: NSW']
476,SRR8960577,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740134,Ma7/29704,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497996,SAMN11098438,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1378,,302,4493,,plate_9_A4,3/7/17,Australia,Oceania,['Australia: NSW']
477,SRR8960596,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740115,Fe14/29914,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497552,SAMN11098075,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1553,,302,4966,,plate_2_E9,2/14/17,Australia,Oceania,['Australia: NSW']
478,SRR11123056,WGS,OHIO STATE UNIVERSITY,public,SRX7759995,Control Pig 1 Day 0,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS6178956,SAMN13852173,pig gut metagenome,SRP250146,2021-01-21 00:00:00+00:00,PRJNA601162,489,,302,1161,,Control Pig 1 Day 0,7/30/19,USA,North America,['USA: Ohio']
479,ERR3211933,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239460,SAMEA5414578,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219880,SAMEA5414578,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2239,,302,4677,,unspecified,9/12/16,Denmark,Europe,[]
480,ERR3211912,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239439,SAMEA5414557,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219859,SAMEA5414557,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2367,,302,4864,,unspecified,9/12/16,Denmark,Europe,[]
481,SRR11125731,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762285,Ma10/29924,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497546,SAMN11098482,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,376,,302,1280,,plate_10_A3,3/10/17,Australia,Oceania,['Australia: NSW']
482,SRR8960718,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739993,Fe14/14263,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497766,SAMN11098127,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,821,,302,2621,,plate_5_F12,2/14/17,Australia,Oceania,['Australia: NSW']
483,SRR12795774,WGS,UNIVERSITY OF COPENHAGEN,public,SRX9264805,pig_colon_406,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS7494382,SAMN16396805,pig gut metagenome,SRP286761,2021-10-01 00:00:00+00:00,PRJNA668104,1981,,302,6253,,17119-05-07-243200099,9/7/18,Denmark,Europe,['Denmark:Copenhagen']
484,SRR11185256,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805711,Ma7/14284,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497925,SAMN11098439,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,5780,,302,19355,,plate_10_A10,3/7/17,Australia,Oceania,['Australia: NSW']
485,SRR11125739,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762277,Ma9/14295,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498184,SAMN11098475,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,344,,302,1150,,plate_10_B3,3/9/17,Australia,Oceania,['Australia: NSW']
486,SRR8960753,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740533,Ma8/29703,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497786,SAMN11098455,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1354,,302,4410,,plate_9_H7,3/8/17,Australia,Oceania,['Australia: NSW']
487,SRR14369155,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721820,H1P003W21FD028,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812218,SAMN17899608,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2724,,502,8615,,H1P003W21FD028,,Canada,North America,['Canada:Lacombe']
488,SRR8960627,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740084,Fe7/14159,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497512,SAMN11097909,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1830,,302,5965,,plate_4_B2,2/7/17,Australia,Oceania,['Australia: NSW']
489,ERR1135453,WGS,BEIJING GENOME INSTITUTE,public,ERX1214632,SAMEA3663280,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970429,SAMEA3663280,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4293,,195,5771,,130417,,China,Asia,[]
490,SRR11125322,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761985,Fe24/29652,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497880,SAMN11098272,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,411,,302,1439,,plate_4_C3,2/24/17,Australia,Oceania,['Australia: NSW']
491,SRR14369283,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721692,H1P510W14FD021,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812090,SAMN17899715,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2011,,502,6409,,H1P510W14FD021,,Canada,North America,['Canada:Lacombe']
492,SRR11184054,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804524,Ja31/29643,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497628,SAMN11097811,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,418,,302,1386,,plate_8_G5,1/31/17,Australia,Oceania,['Australia: NSW']
493,ERR1135389,WGS,BEIJING GENOME INSTITUTE,public,ERX1214568,SAMEA3663216,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970365,SAMEA3663216,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4653,,195,6187,,130421,,China,Asia,[]
494,ERR1135458,WGS,BEIJING GENOME INSTITUTE,public,ERX1214637,SAMEA3663285,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970434,SAMEA3663285,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4621,,194,6036,,130427,,China,Asia,[]
495,SRR11124987,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761648,Fe14/14163,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498351,SAMN11098113,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,529,,302,1607,,plate_1_H3,2/14/17,Australia,Oceania,['Australia: NSW']
496,SRR11183881,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804218,Fe7/14159,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497512,SAMN11097909,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,391,,302,1322,,plate_4_B2,2/7/17,Australia,Oceania,['Australia: NSW']
497,SRR8960137,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739902,Ja30/60690,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497767,SAMN11098518,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1789,,302,5655,,plate_9_E5,1/30/17,Australia,Oceania,['Australia: NSW']
498,SRR8960188,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739851,Fe14/29796,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498175,SAMN11098150,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1033,,302,3328,,plate_2_B9,2/14/17,Australia,Oceania,['Australia: NSW']
499,ERR1135385,WGS,BEIJING GENOME INSTITUTE,public,ERX1214564,SAMEA3663212,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970361,SAMEA3663212,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,5237,,195,7173,,130420,,China,Asia,[]
500,ERR1135178,WGS,BEIJING GENOME INSTITUTE,public,ERX1214357,SAMEA3663005,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970154,SAMEA3663005,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4353,,183,6080,,120330,,France,Europe,[]
501,SRR11126058,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762533,Fe6/29946,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498240,SAMN11097885,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,383,,302,1300,,plate_10_B2,2/6/17,Australia,Oceania,['Australia: NSW']
502,ERR1135180,WGS,BEIJING GENOME INSTITUTE,public,ERX1214359,SAMEA3663007,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970156,SAMEA3663007,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4159,,184,5833,,120330,,France,Europe,[]
503,SRR11183983,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804595,Ma3/14306,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497838,SAMN11098401,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,450,,302,1442,,plate_3_F3,3/3/17,Australia,Oceania,['Australia: NSW']
504,SRR8960174,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739865,Ja31/14190,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497721,SAMN11097746,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1679,,302,5043,,plate_4_E11,1/31/17,Australia,Oceania,['Australia: NSW']
505,SRR8960484,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740227,Fe10/14187,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498077,SAMN11098003,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1721,,302,5595,,plate_8_C11,2/10/17,Australia,Oceania,['Australia: NSW']
506,SRR11124760,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761300,Fe21/29653,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498199,SAMN11098246,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,384,,302,1173,,plate_1_C3,2/21/17,Australia,Oceania,['Australia: NSW']
507,SRR11125387,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761920,Fe14/29792,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497550,SAMN11098069,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,391,,302,1162,,plate_1_A7,2/14/17,Australia,Oceania,['Australia: NSW']
508,ERR3211844,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239371,SAMEA5414489,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219791,SAMEA5414489,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1740,,302,3565,,unspecified,4/11/16,Denmark,Europe,[]
509,ERR1135225,WGS,BEIJING GENOME INSTITUTE,public,ERX1214404,SAMEA3663052,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970201,SAMEA3663052,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,3642,,182,4866,,120401,,France,Europe,[]
510,SRR11183674,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804425,Ja30/40486,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497901,SAMN11098535,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,409,,302,1366,,plate_10_E10,1/30/17,Australia,Oceania,['Australia: NSW']
511,SRR17241515,WGS,UNIVERSITY OF MINNESOTA,public,SRX13420745,NPB_F16_9_E4,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS11322272,SAMN24001996,pig gut metagenome,SRP350924,2022-08-11 00:00:00+00:00,PRJNA788462,6052,,302,20489,,NPB_F16_9_E4_S50,9/28/18,USA,North America,['USA:Minnesota']
512,SRR8960211,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739828,Fe7/14265,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497591,SAMN11097982,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,15451,,302,49918,,plate_5_A2,2/7/17,Australia,Oceania,['Australia: NSW']
513,SRR11126340,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762923,Ma3/14184,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498245,SAMN11098380,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,392,,302,1335,,plate_7_A10,3/3/17,Australia,Oceania,['Australia: NSW']
514,SRR11125442,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761865,Ma6/29666,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498121,SAMN11098424,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,373,,302,1297,,plate_10_D4,3/6/17,Australia,Oceania,['Australia: NSW']
515,SRR8960107,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739932,Fe21/14260,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497565,SAMN11098238,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1850,,302,6050,,plate_3_H4,2/21/17,Australia,Oceania,['Australia: NSW']
516,SRR8960766,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740520,Fe21/29931,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498043,SAMN11098216,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1724,,302,5632,,plate_3_F9,2/21/17,Australia,Oceania,['Australia: NSW']
517,SRR8960461,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740250,Ja31/14163,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498102,SAMN11097726,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1480,,302,4817,,plate_7_D2,1/31/17,Australia,Oceania,['Australia: NSW']
518,SRR14369184,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721791,H1P307W28FD070,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812189,SAMN17899644,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,1456,,502,4735,,H1P307W28FD070,,Canada,North America,['Canada:Lacombe']
519,SRR8960497,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740214,Ja31/14271,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498264,SAMN11097691,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1492,,302,4744,,plate_5_E7,1/31/17,Australia,Oceania,['Australia: NSW']
520,SRR8960420,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740291,Ma3/14159,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498248,SAMN11098383,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1395,,302,4517,,plate_5_F2,3/3/17,Australia,Oceania,['Australia: NSW']
521,SRR8960792,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740494,Fe16/29792,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497671,SAMN11098159,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1706,,302,5506,,plate_10_B5,2/16/17,Australia,Oceania,['Australia: NSW']
